,fecha,estacion,año,mes,festivo,dia_semana,clima,temperatura,humedad,viento,registrado,registrado_box,laboral_no,laboral_sí
34,2018-04-02,1.0,0,1.5,1,0.0,1,-0.8969465648854963,-0.20132211538461542,-0.5303030303030303,1620,571.9908022021772,0.0,1.0
35,2018-05-02,1.0,0,2.0,1,1.0,1,-0.8282442748091604,1.452524038461539,-0.19696969696969682,905,351.2952225907171,0.0,1.0
36,2018-06-02,1.0,0,3.0,1,1.5,2,-0.66793893129771,-0.2830528846153848,-0.3939393939393939,1269,466.2589866701449,1.0,0.0
37,2018-07-02,1.5,0,2.0,1,0.0,2,-0.7137404580152673,0.5342548076923076,-1.378787878787879,1592,563.7064730069834,0.0,1.0
38,2018-08-02,1.5,0,2.5,1,1.5,2,-0.8664122137404582,-0.427283653846154,1.8484848484848488,1466,526.1216154901521,0.0,1.0
39,2018-09-02,1.5,0,2.5,1,0.5,1,-1.1412213740458017,-0.6340144230769231,0.09090909090909086,1552,551.8298296931151,1.0,0.0
40,2018-10-02,1.0,0,2.0,1,0.0,2,-1.1106870229007635,-0.9128605769230769,0.42424242424242437,1491,533.6199746591649,0.0,1.0
41,2018-11-02,1.0,0,1.5,1,1.5,2,-0.9656488549618321,-0.5811298076923077,-0.7272727272727273,1597,565.187569047532,0.0,1.0
42,2018-12-02,1.0,0,1.0,1,0.5,2,-0.8664122137404582,-0.3984375000000001,0.2272727272727273,1184,439.9653852780472,1.0,0.0
43,2018-02-13,0.0,0,1.0,1,0.0,2,-0.5687022900763359,-0.8167067307692307,0.8181818181818182,1192,442.4530383636494,0.0,1.0
44,2018-02-14,0.0,0,1.0,1,1.0,2,-0.2633587786259542,-1.2061298076923077,2.409090909090909,1705,596.9970676623171,0.0,1.0
45,2018-02-15,0.0,0,1.0,1,1.5,2,-0.7290076335877863,-1.504206730769231,1.1212121212121213,1675,588.1953458538957,0.0,1.0
46,2018-02-16,0.0,0,1.0,1,1.5,2,-0.5687022900763359,-0.9801682692307695,0.7272727272727272,1897,652.7449049684101,0.0,1.0
47,2018-02-17,0.0,0,1.0,1,1.5,2,-0.1946564885496184,-0.5859375000000001,0.5000000000000001,2216,743.3715957556782,1.0,0.0
48,2018-02-18,0.0,0,1.0,1,0.5,2,0.0725190839694656,-0.5282451923076923,0.8484848484848485,2348,780.2279155304616,1.0,0.0
49,2018-02-19,0.0,0,1.0,0,0.0,2,-0.3091603053435116,-0.0006009615384613336,3.3181818181818183,1103,414.61773804082156,1.0,0.0
50,2018-02-20,0.0,0,1.0,1,0.0,2,-0.66793893129771,-1.0522836538461542,0.43939393939393945,1173,436.54032720162917,0.0,1.0
51,2018-02-21,0.0,0,1.0,1,1.0,1,-0.6145038167938931,-0.10516826923076925,1.2878787878787883,912,353.57041083547824,0.0,1.0
52,2018-02-22,0.0,0,1.0,1,1.5,2,-0.9885496183206108,-0.2349759615384617,0.15151515151515152,1376,498.9494688450898,0.0,1.0
53,2018-02-23,0.0,0,1.0,1,1.5,2,-0.8664122137404582,-0.9801682692307695,-0.8787878787878788,1778,618.309027054185,0.0,1.0
54,2018-02-24,0.0,0,1.0,1,1.5,1,-0.6374045801526719,0.33713942307692324,0.7121212121212123,1707,597.5829361155191,1.0,0.0
55,2018-02-25,0.0,0,1.0,1,0.5,1,-0.42366412213740456,0.4092548076923079,1.6818181818181819,1341,488.30409943491424,1.0,0.0
56,2018-02-26,0.0,0,1.0,1,0.0,2,-0.6755725190839695,-0.427283653846154,0.06060606060606066,1545,549.7462562816062,0.0,1.0
57,2018-02-27,0.0,0,1.0,1,0.0,2,-0.48473282442748095,0.25540865384615385,-0.5606060606060606,1708,597.8758278673835,0.0,1.0
58,2018-02-28,0.0,0,1.0,1,1.0,1,-0.28625954198473286,1.197716346153846,1.106060606060606,1365,495.60864830283623,0.0,1.0
59,2018-01-03,0.0,0,0.0,1,1.0,2,-0.7290076335877863,-0.44170673076923084,0.3636363636363637,1714,599.6325849471677,0.0,1.0
60,2018-02-03,0.0,0,1.0,1,1.5,2,-0.5152671755725192,-0.8503605769230771,1.2878787878787883,1903,654.4715547919616,1.0,0.0
61,2018-03-03,0.0,0,1.5,1,1.5,2,-0.9427480916030535,-1.4849759615384617,0.4545454545454546,1562,554.8036765632183,1.0,0.0
62,2018-04-03,1.0,0,1.5,1,0.0,1,-0.7442748091603054,-0.08112980769230771,0.2272727272727273,1730,604.3123227893575,0.0,1.0
63,2018-05-03,1.0,0,2.0,1,1.5,1,-0.3549618320610686,0.7794471153846158,0.7272727272727272,1437,517.3970217259957,0.0,1.0
64,2018-06-03,1.0,0,3.0,1,0.5,1,-0.38549618320610685,1.5438701923076923,1.6515151515151516,491,210.34504994379805,1.0,0.0
65,2018-07-03,1.5,0,2.0,1,0.0,2,-0.7442748091603054,-0.36478365384615385,1.6363636363636362,1628,574.3533995983481,0.0,1.0
66,2018-08-03,1.5,0,2.5,1,1.5,2,-0.6450381679389313,-0.989783653846154,-0.6060606060606061,1817,629.6354521196515,0.0,1.0
67,2018-09-03,1.5,0,2.5,0,0.0,1,-0.6374045801526719,0.7121394230769231,0.4090909090909093,1700,595.5319000867822,1.0,0.0
68,2018-10-03,1.0,0,2.0,1,1.0,0,-0.33969465648854963,-0.0018028846153843423,0.8181818181818182,577,240.86500687811574,0.0,1.0
69,2018-11-03,1.0,0,1.5,1,1.5,1,-0.5687022900763359,0.11117788461538464,0.5303030303030303,1730,604.3123227893575,1.0,0.0
70,2018-12-03,1.0,0,1.0,1,0.0,2,-0.5305343511450382,-0.15324519230769232,0.4090909090909093,1408,508.6433283250761,0.0,1.0
71,2018-03-13,0.0,0,1.5,1,0.0,2,-0.3549618320610686,-0.48016826923076916,0.9090909090909094,1435,516.7942607987924,0.0,1.0
72,2018-03-14,0.0,0,1.5,1,1.0,2,-0.5458015267175572,-0.6243990384615384,-0.43939393939393945,1687,591.7191301074475,0.0,1.0
73,2018-03-15,0.0,0,1.5,1,1.5,1,-0.5687022900763359,0.1400240384615382,0.030303030303030467,1767,615.1070148629719,0.0,1.0
74,2018-03-16,0.0,0,1.5,1,1.5,1,-0.41603053435114506,0.7217548076923079,0.2272727272727273,1871,645.252298259985,0.0,1.0
75,2018-03-17,0.0,0,1.5,1,1.5,2,-0.2633587786259542,-0.114783653846154,0.28787878787878796,2320,772.4391163099239,1.0,0.0
76,2018-03-18,0.0,0,1.5,1,0.5,2,0.12595419847328262,-0.4897836538461539,0.5151515151515152,2355,782.172714934869,1.0,0.0
77,2018-03-19,0.0,0,1.5,1,0.0,2,-0.08015267175572525,-1.191706730769231,1.9090909090909092,1693,593.4794702042765,0.0,1.0
78,2018-03-20,1.0,0,1.5,1,0.0,2,-0.5229007633587787,-0.7349759615384617,0.2727272727272729,1424,513.4765918448938,0.0,1.0
79,2018-03-21,1.0,0,1.5,1,1.0,1,-0.2175572519083968,0.5294471153846156,1.090909090909091,1676,588.4891532399383,0.0,1.0
80,2018-03-22,1.0,0,1.5,1,1.5,2,-0.1793893129770991,-0.009014423076923078,0.4545454545454546,2243,750.9391992807551,0.0,1.0
81,2018-03-23,1.0,0,1.5,1,1.5,1,-0.47709923664122145,1.0246394230769231,0.5454545454545454,1918,658.7842580188012,0.0,1.0
82,2018-03-24,1.0,0,1.5,1,1.5,1,-0.66793893129771,0.8611778846153845,0.6363636363636366,1699,595.2387813118382,1.0,0.0
83,2018-03-25,1.0,0,1.5,1,0.5,2,-0.7366412213740459,-0.6340144230769231,0.5151515151515152,1910,656.4848449125149,1.0,0.0
84,2018-03-26,1.0,0,1.5,1,0.0,2,-0.7290076335877863,-1.1195913461538465,0.28787878787878796,1515,540.7989052613269,0.0,1.0
85,2018-03-27,1.0,0,1.5,1,0.0,1,-0.767175572519084,-0.6388221153846155,0.030303030303030467,1221,451.44785841629476,0.0,1.0
86,2018-03-28,1.0,0,1.5,1,1.0,2,-0.7366412213740459,-1.5618990384615385,0.3181818181818181,1806,626.4449170971219,0.0,1.0
87,2018-03-29,1.0,0,1.5,1,1.5,2,-0.6145038167938931,-1.504206730769231,0.46969696969696967,2108,712.9466799502403,0.0,1.0
88,2018-03-30,1.0,0,1.5,1,1.5,1,-0.6221374045801527,0.09675480769230785,-0.07575757575757576,1368,496.5202202317562,0.0,1.0
89,2018-03-31,1.0,0,1.5,1,1.5,0,-0.7213740458015268,1.3996394230769231,0.3787878787878788,1506,538.1090209492417,1.0,0.0
90,2018-01-04,0.0,0,0.0,1,1.5,1,-0.6221374045801527,0.28425480769230743,0.7878787878787881,1920,659.3588638363677,0.0,1.0
91,2018-02-04,0.0,0,1.0,1,0.5,1,-0.5763358778625954,0.13040865384615413,0.16666666666666663,1354,492.263382953017,1.0,0.0
92,2018-03-04,0.0,0,1.5,1,0.5,2,-0.37786259541984735,-0.7061298076923078,0.015151515151515098,1598,565.4836963830062,1.0,0.0
93,2018-04-04,1.0,0,1.5,1,1.0,2,0.2328244274809161,-0.9657451923076924,2.075757575757576,2381,789.3879335623618,0.0,1.0
94,2018-05-04,1.0,0,2.0,1,1.5,1,-0.2633587786259542,0.0727163461538463,2.1060606060606064,1628,574.3533995983481,0.0,1.0
95,2018-06-04,1.0,0,3.0,1,0.0,2,-0.33969465648854963,-0.7493990384615385,0.8333333333333336,2395,793.2676613268867,0.0,1.0
96,2018-07-04,1.5,0,2.0,0,1.0,2,-0.1946564885496184,-0.114783653846154,-0.1818181818181817,2570,841.4566282575508,1.0,0.0
97,2018-08-04,1.5,0,2.5,1,1.5,1,-0.5076335877862596,1.0054086538461537,0.46969696969696967,1299,475.46888414514063,1.0,0.0
98,2018-09-04,1.5,0,2.5,1,0.0,1,-0.4923664122137405,1.2073317307692308,-0.48484848484848475,1576,558.9617930786902,0.0,1.0
99,2018-10-04,1.0,0,2.0,1,1.5,1,-0.22519083969465647,1.1111778846153846,-0.34848484848484834,1707,597.5829361155191,0.0,1.0
100,2018-11-04,1.0,0,1.5,1,0.5,1,0.3015267175572519,0.43329326923076944,1.4545454545454546,2493,820.3224332145443,1.0,0.0
101,2018-12-04,1.0,0,1.0,1,0.0,1,0.011450381679389478,0.5390625000000003,0.9545454545454545,1777,618.018070378918,0.0,1.0
102,2018-04-13,1.0,0,1.5,1,1.5,1,-0.27099236641221386,0.923677884615385,0.7121212121212123,1953,668.8256923280625,0.0,1.0
103,2018-04-14,1.0,0,1.5,1,1.5,2,-0.0954198473282443,-0.4176682692307693,-0.712121212121212,2738,887.2106204932245,1.0,0.0
104,2018-04-15,1.0,0,1.5,1,0.5,2,-0.16412213740458007,0.21213942307692282,0.46969696969696967,2484,817.8452287007069,1.0,0.0
105,2018-04-16,1.0,0,1.5,0,0.0,0,-0.20992366412213745,1.255408653846154,1.6212121212121215,674,274.4015579647264,1.0,0.0
106,2018-04-17,1.0,0,1.5,1,0.0,2,-0.133587786259542,-0.7061298076923078,1.2424242424242427,2186,734.945277783903,0.0,1.0
107,2018-04-18,1.0,0,1.5,1,1.0,2,0.041984732824427544,-0.4080528846153845,-0.16666666666666663,2760,893.1673614588584,0.0,1.0
108,2018-04-19,1.0,0,1.5,1,1.5,1,0.01908396946564886,0.1881009615384613,-0.2272727272727273,2795,902.6278896339479,0.0,1.0
109,2018-04-20,1.0,0,1.5,1,1.5,2,0.3015267175572519,-0.06189903846153854,0.6212121212121212,3331,1045.22398385721,0.0,1.0
110,2018-04-21,1.0,0,1.5,1,1.5,2,-0.12595419847328235,-1.0570913461538463,1.46969696969697,3444,1074.783898899747,1.0,0.0
111,2018-04-22,1.0,0,1.5,1,0.5,1,-0.5076335877862596,0.4957932692307693,0.3939393939393939,1506,538.1090209492417,1.0,0.0
112,2018-04-23,1.0,0,1.5,1,0.0,1,-0.11832061068702297,1.255408653846154,0.5151515151515152,2574,842.5516292599125,0.0,1.0
113,2018-04-24,1.0,0,1.5,1,0.0,1,0.2557251908396948,0.885216346153846,0.12121212121212133,2481,817.0191650041388,0.0,1.0
114,2018-04-25,1.0,0,1.5,1,1.0,2,0.33969465648854963,0.7217548076923079,0.04545454545454557,3300,1037.0858987846746,0.0,1.0
115,2018-04-26,1.0,0,1.5,1,1.5,2,0.41603053435114506,0.49098557692307726,1.4848484848484849,3722,1146.8392643573984,0.0,1.0
116,2018-04-27,1.0,0,1.5,1,1.5,1,0.37786259541984735,1.0006009615384617,1.3333333333333333,3325,1043.6498492904548,0.0,1.0
117,2018-04-28,1.0,0,1.5,1,1.5,1,0.37022900763358796,0.35637019230769207,1.4242424242424243,3489,1086.5107699129053,1.0,0.0
118,2018-04-29,1.0,0,1.5,1,0.5,2,0.03435114503816789,-0.8167067307692307,0.6060606060606064,3717,1145.5513363235243,1.0,0.0
119,2018-04-30,1.0,0,1.5,1,0.0,2,-0.08015267175572525,-0.5955528846153848,0.5606060606060608,3347,1049.4193919882587,0.0,1.0
120,2018-01-05,0.0,0,0.0,1,1.5,1,-0.14885496183206104,0.6496394230769234,-0.7575757575757576,2213,742.5298148679691,0.0,1.0
121,2018-02-05,0.0,0,1.0,1,0.0,1,0.15648854961832068,0.4957932692307693,0.030303030303030467,3554,1103.4056715700488,0.0,1.0
122,2018-03-05,0.0,0,1.5,1,0.0,1,0.37022900763358796,0.33713942307692324,1.6515151515151516,3848,1179.2019963810044,0.0,1.0
123,2018-04-05,1.0,0,1.5,1,1.5,1,-0.2633587786259542,0.5294471153846156,1.5000000000000002,2378,788.5560742999762,0.0,1.0
124,2018-05-05,1.0,0,2.0,1,1.5,2,-0.12595419847328235,-0.879206730769231,1.166666666666667,3819,1171.7691240594295,1.0,0.0
125,2018-06-05,1.0,0,3.0,1,0.0,2,-0.06488549618320595,-0.17728365384615388,0.48484848484848503,3714,1144.7784423159444,0.0,1.0
126,2018-07-05,1.5,0,2.0,1,1.5,2,0.06488549618320623,-0.4128605769230769,-0.19696969696969682,3102,984.8033244808862,0.0,1.0
127,2018-08-05,1.5,0,2.5,1,0.5,2,0.0954198473282443,0.02463942307692322,-1.0757575757575757,2932,939.4738934870637,1.0,0.0
128,2018-09-05,1.5,0,2.5,1,1.0,2,0.10305343511450395,-0.18209134615384626,-0.045454545454545296,3698,1140.6545988681466,0.0,1.0
129,2018-10-05,1.0,0,2.0,1,1.5,2,0.10305343511450395,-0.6628605769230771,-0.6666666666666666,4109,1245.6916004974498,0.0,1.0
130,2018-11-05,1.0,0,1.5,1,0.0,2,0.133587786259542,0.029447115384615252,-0.6060606060606061,3632,1123.6124520220526,0.0,1.0
131,2018-12-05,1.0,0,1.0,1,1.0,2,0.11068702290076332,0.5823317307692307,0.09090909090909086,4169,1260.8766581305629,0.0,1.0
132,2018-05-13,1.0,0,2.0,1,0.5,1,0.041984732824427544,1.1352163461538463,-0.015151515151515098,3413,1066.6906886881986,1.0,0.0
133,2018-05-14,1.0,0,2.0,1,0.0,1,0.0725190839694656,1.4188701923076927,-0.46969696969696967,2507,824.1729328926127,0.0,1.0
134,2018-05-15,1.0,0,2.0,1,0.0,1,0.20229007633587806,1.1544471153846156,-0.28787878787878796,2971,949.910474370424,0.0,1.0
135,2018-05-16,1.0,0,2.0,1,1.0,2,0.24809160305343517,0.774639423076923,-0.5454545454545454,3185,1006.7848474879061,0.0,1.0
136,2018-05-17,1.0,0,2.0,1,1.5,1,0.1946564885496184,1.0150240384615385,0.9848484848484852,3445,1075.0447695593516,0.0,1.0
137,2018-05-18,1.0,0,2.0,1,1.5,1,0.16412213740458034,1.1688701923076925,0.21212121212121218,3319,1042.0752460049641,0.0,1.0
138,2018-05-19,1.0,0,2.0,1,1.5,1,0.10305343511450395,0.9765625000000001,-0.7272727272727273,3840,1177.1524748286088,1.0,0.0
139,2018-05-20,1.0,0,2.0,1,0.5,2,0.11832061068702297,0.4477163461538462,-0.5606060606060606,4008,1220.04703780268,1.0,0.0
140,2018-05-21,1.0,0,2.0,1,0.0,2,0.3244274809160306,0.0006009615384616752,-0.6060606060606061,3547,1101.5886857817966,0.0,1.0
141,2018-05-22,1.0,0,2.0,1,0.0,2,0.33206106870229024,0.5919471153846154,-0.33333333333333326,3084,980.0235179475869,0.0,1.0
142,2018-05-23,1.0,0,2.0,1,1.0,1,0.41603053435114506,0.880408653846154,0.5454545454545454,3438,1073.21841234935,0.0,1.0
143,2018-05-24,1.0,0,2.0,1,1.5,1,0.5076335877862598,0.5486778846153845,0.2727272727272729,3833,1175.3585655505003,0.0,1.0
144,2018-05-25,1.0,0,2.0,1,1.5,2,0.5076335877862598,0.33233173076923056,-0.2727272727272726,4238,1278.2949879588314,0.0,1.0
145,2018-05-26,1.0,0,2.0,1,1.5,2,0.652671755725191,0.24579326923076913,0.1969696969696971,3919,1197.3608937648148,1.0,0.0
146,2018-05-27,1.0,0,2.0,1,0.5,2,0.5687022900763359,0.13040865384615413,0.6060606060606064,3808,1168.9473256105268,1.0,0.0
147,2018-05-28,1.0,0,2.0,0,0.0,2,0.4923664122137405,0.4957932692307693,0.5000000000000001,2757,892.3555412078061,1.0,0.0
148,2018-05-29,1.0,0,2.0,1,0.0,2,0.5305343511450382,0.923677884615385,0.33333333333333354,2433,803.7795714324122,0.0,1.0
149,2018-05-30,1.0,0,2.0,1,1.0,2,0.7366412213740461,0.2794471153846154,-0.4999999999999999,2549,835.7032473564967,0.0,1.0
150,2018-05-31,1.0,0,2.0,1,1.5,2,0.8664122137404583,0.04867788461538476,-0.6969696969696969,3309,1039.4498629153677,0.0,1.0
151,2018-01-06,0.0,0,0.0,1,1.5,1,0.8282442748091605,0.2409855769230771,0.2727272727272729,3461,1079.2170039118016,1.0,0.0
152,2018-02-06,0.0,0,1.0,1,0.0,2,0.6755725190839696,-1.5474759615384617,1.1363636363636367,4232,1276.7822183316355,0.0,1.0
153,2018-03-06,0.0,0,1.5,1,0.0,2,0.37786259541984735,-1.3118990384615388,0.7424242424242425,4414,1322.5147739289123,0.0,1.0
154,2018-04-06,1.0,0,1.5,1,1.5,2,0.42366412213740473,-0.8215144230769231,-0.5757575757575756,3473,1082.3440911836806,0.0,1.0
155,2018-05-06,1.0,0,2.0,1,0.5,1,0.46946564885496206,0.12079326923076938,-0.4242424242424241,3221,1016.2895088194836,1.0,0.0
156,2018-06-06,1.0,0,3.0,1,1.0,2,0.5610687022900765,-0.12920673076923078,-0.5909090909090909,3875,1186.1139523248642,0.0,1.0
157,2018-07-06,1.5,0,2.0,1,1.5,2,0.652671755725191,-0.13882211538461553,0.07575757575757576,4070,1235.801710262785,0.0,1.0
158,2018-08-06,1.5,0,2.5,1,0.0,2,0.8664122137404583,-0.023437499999999868,-0.43939393939393945,3725,1147.6118841479288,0.0,1.0
159,2018-09-06,1.5,0,2.5,1,1.5,1,0.9656488549618324,-0.2830528846153848,-0.3181818181818181,3352,1050.729777844688,0.0,1.0
160,2018-10-06,1.0,0,2.0,1,1.5,2,0.8053435114503819,-0.10516826923076925,-0.409090909090909,3771,1159.445923554099,1.0,0.0
161,2018-11-06,1.0,0,1.5,1,0.0,2,0.7061068702290078,0.13521634615384617,-0.25757575757575746,3237,1020.5081685056259,0.0,1.0
162,2018-12-06,1.0,0,1.0,1,1.5,2,0.6068702290076337,0.5823317307692307,-0.16666666666666663,2993,955.7877933661613,0.0,1.0
163,2018-06-13,1.0,0,3.0,1,1.0,2,0.42366412213740473,-0.6340144230769231,1.272727272727273,4157,1257.8425471511312,0.0,1.0
164,2018-06-14,1.0,0,3.0,1,1.5,2,0.33206106870229024,-0.5763221153846153,0.893939393939394,4164,1259.612620565073,0.0,1.0
165,2018-06-15,1.0,0,3.0,1,1.5,2,0.400763358778626,-0.7445913461538461,-0.12121212121212106,4411,1321.7634955549604,0.0,1.0
166,2018-06-16,1.0,0,3.0,1,1.5,1,0.4083969465648857,0.29387019230769224,0.25757575757575774,3222,1016.5532761752166,1.0,0.0
167,2018-06-17,1.0,0,3.0,1,0.5,2,0.46946564885496206,0.5246394230769229,-0.3787878787878788,3981,1213.1735904784334,1.0,0.0
168,2018-06-18,1.0,0,3.0,1,0.0,2,0.622137404580153,0.2073317307692308,-0.6212121212121212,3312,1040.2376151128055,0.0,1.0
169,2018-06-19,1.0,0,3.0,1,0.0,1,0.6297709923664123,0.19290865384615402,-0.8030303030303031,3105,985.5995133888332,0.0,1.0
170,2018-06-20,1.0,0,3.0,1,1.0,1,0.42366412213740473,0.5727163461538459,-0.25757575757575746,3311,1039.9750441326423,0.0,1.0
171,2018-06-21,1.5,0,3.0,1,1.5,1,0.5687022900763359,0.6881009615384617,-0.09090909090909086,4061,1233.5172120716727,0.0,1.0
172,2018-06-22,1.5,0,3.0,1,1.5,2,0.7366412213740461,0.3900240384615384,-0.09090909090909086,3846,1178.6896819541269,0.0,1.0
173,2018-06-23,1.5,0,3.0,1,1.5,1,0.7213740458015268,0.3659855769230768,0.5909090909090909,4044,1229.1997676069618,1.0,0.0
174,2018-06-24,1.5,0,3.0,1,0.5,2,0.7061068702290078,-0.25901442307692324,0.42424242424242437,4022,1223.6080378565432,1.0,0.0
175,2018-06-25,1.5,0,3.0,1,0.0,2,0.6145038167938933,-0.691706730769231,0.28787878787878796,3420,1068.5192440998183,0.0,1.0
176,2018-06-26,1.5,0,3.0,1,0.0,2,0.5687022900763359,-0.5474759615384618,-0.8787878787878788,3385,1059.3702636285466,0.0,1.0
177,2018-06-27,1.5,0,3.0,1,1.0,1,0.5763358778625955,0.14963942307692296,-0.7424242424242424,3854,1180.7386761893702,0.0,1.0
178,2018-06-28,1.5,0,3.0,1,1.5,2,0.7671755725190842,0.034254807692307626,-0.3636363636363637,3916,1196.5947211327898,0.0,1.0
179,2018-06-29,1.5,0,3.0,1,1.5,2,0.7213740458015268,-0.6195913461538464,0.8181818181818182,4377,1313.2430991580575,0.0,1.0
180,2018-06-30,1.5,0,3.0,1,1.5,2,0.622137404580153,-0.9272836538461541,0.04545454545454557,4488,1341.0198060078333,1.0,0.0
181,2018-01-07,0.0,0,0.0,1,0.5,2,0.6984732824427484,-1.1099759615384617,-0.7878787878787878,4116,1247.4650659925098,1.0,0.0
182,2018-02-07,0.0,0,1.0,1,1.0,2,0.7519083969465651,-0.8743990384615385,-0.6666666666666666,2915,934.9174597702056,0.0,1.0
183,2018-03-07,0.0,0,1.5,1,1.0,1,0.6832061068702291,0.26502403846153866,0.48484848484848503,2367,785.5044402408613,0.0,1.0
184,2018-04-07,1.0,0,1.5,1,1.5,1,0.7137404580152674,0.053485576923076796,-1.0,2978,951.7813068074607,1.0,0.0
185,2018-05-07,1.0,0,2.0,1,0.0,2,0.7748091603053437,-0.17728365384615388,-0.5454545454545454,3634,1124.1296271103606,0.0,1.0
